doc_id,profile_doc_id,score
1424845,1025892,0.1891736090183258
1424845,12152551,0.18819911777973175
1424845,23738824,0.1592899113893509
1424845,24020777,0.18956805765628815
1424845,65878827,0.29123055934906006
1424845,68299217,0.15628813207149506
1424845,63595698,0.17365750670433044
1424845,66447318,0.19560030102729797
1424845,19712569,0.18451979756355286
1424845,7240703,0.1147085577249527
1635511,55701735,0.501456081867218
1635511,54312296,0.6221311092376709
1635511,501131,0.2577264904975891
1635511,49286899,0.35238075256347656
1635511,2252436,0.26008546352386475
1635511,56192438,0.28410738706588745
1635511,28871574,0.27903836965560913
1635511,47051992,0.15742862224578857
1635511,409950,0.3730369210243225
1635511,39775295,0.5771600604057312
3125814,3199776,0.09450116753578186
3125814,46601187,0.062345366925001144
3125814,2575237,0.1502641886472702
3125814,33058375,0.35053321719169617
3125814,23502569,0.09875552356243134
3125814,25324149,0.18430721759796143
3125814,37750392,0.17951515316963196
3125814,25364698,0.10685787349939346
3125814,18344124,0.2975452244281769
3125814,2783390,0.09447342902421951
4171369,10455331,0.2210024744272232
4171369,13300708,0.20424190163612366
4171369,50312388,0.14873312413692474
4171369,4437734,0.2230171114206314
4171369,69144515,0.8557829856872559
4171369,7485642,0.2533833980560303
4171369,1021550,0.17098172008991241
4171369,50386926,0.2928367853164673
4171369,6159991,0.1909617930650711
4171369,6988763,0.23665310442447662
352765,352769,0.777676522731781
352765,352773,0.4971539080142975
352765,352774,0.30911749601364136
352765,2299271,0.1632189303636551
352765,9483246,0.6255596280097961
352765,14987379,0.33707502484321594
352765,6876950,0.18972578644752502
352765,16846076,0.2731551229953766
352765,14980733,0.5267215371131897
352765,352767,0.26429346203804016
8634765,21338051,0.7793936729431152
8634765,2036835,0.19706284999847412
8634765,2255175,0.1271030604839325
8634765,27973448,0.32078564167022705
8634765,8634292,0.6370080709457397
8634765,12944436,0.24498267471790314
8634765,5157492,0.23798897862434387
8634765,9822616,0.3951302766799927
8634765,42018587,0.11507880687713623
8634765,2302653,0.13155512511730194
2082487,8152868,0.2155074030160904
2082487,5963494,0.1614854782819748
2082487,5088521,0.18737465143203735
2082487,8040432,0.6546489000320435
2082487,6725175,0.23790954053401947
2082487,3900026,0.35149335861206055
2082487,1601691,0.14243914186954498
2082487,8571068,0.2532268762588501
2082487,224061,0.14339883625507355
2082487,730814,0.15233054757118225
758589,1529985,0.5133754014968872
758589,1029636,0.10640498995780945
758589,1032196,0.21997860074043274
758589,1529968,0.2903434634208679
758589,15476210,0.2885264754295349
758589,22717844,0.3043712377548218
758589,1042390,0.20078463852405548
758589,977753,0.2281457483768463
758589,812701,0.34114593267440796
758589,1529886,0.3239799439907074
3639943,17734176,0.3501255214214325
3639943,64166923,0.5193470120429993
3639943,3639982,0.24811644852161407
3639943,3640048,0.23840755224227905
3639943,3664242,0.18810401856899261
3639943,3898708,0.26968491077423096
3639943,23133558,0.29561713337898254
3639943,16687417,0.1115398108959198
3639943,3640157,0.26365572214126587
3639943,1648029,0.18697209656238556
793926,42702052,0.09647127240896225
793926,751334,0.21272628009319305
793926,42605446,0.12442971765995026
793926,30504014,0.133847177028656
793926,42696337,0.2174946665763855
793926,22705845,0.17081880569458008
793926,784506,0.4260157644748688
793926,832508,0.2975999116897583
793926,67450909,0.18565338850021362
793926,15054237,0.11448238790035248
1081355,19264481,0.33778154850006104
1081355,19264195,0.1823311150074005
1081355,47103176,0.33615022897720337
1081355,2470575,0.15236623585224152
1081355,20169200,0.16859816014766693
1081355,19264369,0.3592546880245209
