doc_id,profile_doc_id,score
1752311,13630531,0.15910281240940094
1752311,1446184,0.163875550031662
1752311,34415181,0.2969079613685608
1752311,52322925,0.16696543991565704
1752311,17948605,0.1537938416004181
1752311,52271152,0.29005879163742065
1752311,53584856,0.4649200737476349
1752311,6896252,0.19518537819385529
1752311,27640061,0.47456061840057373
1752311,18233918,0.4307175278663635
1594259,13261189,0.22146272659301758
1594259,34971143,0.6372904777526855
1594259,43818828,0.23984286189079285
1594259,3296337,0.17179983854293823
1594259,489649,0.4870445132255554
1594259,26314418,0.4053090214729309
1594259,12837302,0.1832813322544098
1594259,626232,0.5028640627861023
1594259,45606526,0.22569958865642548
1594259,43819455,0.13432447612285614
2657708,10361674,0.17569230496883392
2657708,30067435,0.11042361706495285
2657708,21906160,0.1768995076417923
2657708,1220464,0.14197693765163422
2657708,48050259,0.2905888259410858
2657708,17812,0.2829945981502533
2657708,10511033,0.22020788490772247
2657708,20974359,0.4653858244419098
2657708,19020089,0.34404000639915466
2657708,33187517,0.39315590262413025
56701,1649408,0.3304729759693146
56701,39527237,0.6867019534111023
56701,21626508,0.5258126854896545
56701,54905005,0.6986376643180847
56701,55823151,0.2916547656059265
56701,42380499,0.9662997126579285
56701,9293429,0.14995571970939636
56701,47097174,0.14571918547153473
56701,46274106,0.8164349794387817
56701,1033661,0.23265624046325684
6135022,33119585,0.3524751365184784
6135022,33178982,0.21360541880130768
6135022,2879687,0.3809637427330017
6135022,21587308,0.32386890053749084
6135022,10092141,0.27380576729774475
6135022,6444143,0.4142480492591858
6135022,6136079,0.26092323660850525
6135022,6244340,0.3267480731010437
6135022,6135509,0.3272585868835449
6135022,32443352,0.23412759602069855
1947086,43588964,0.09309032559394836
1947086,18166372,0.34897732734680176
1947086,18199883,0.4567015469074249
1947086,18354732,0.7585027813911438
1947086,18468816,0.1977939009666443
1947086,71095,0.1409926563501358
1947086,3026616,0.3201937675476074
1947086,3026555,0.09121678024530411
1947086,2035580,0.19823205471038818
1947086,18484894,0.5321571826934814
724506,960259,0.20520775020122528
724506,38644126,0.7752003073692322
724506,37510086,0.44992855191230774
724506,37510089,0.5678761005401611
724506,57127724,0.6696455478668213
724506,37510095,0.5241583585739136
724506,1440303,0.6740330457687378
724506,37510102,0.6031103134155273
724506,13653399,0.6474642157554626
724506,37510078,0.5851640105247498
4846076,517924,0.19112055003643036
4846076,8637868,0.12357582151889801
4846076,25135694,0.15664492547512054
4846076,343412,0.21074385941028595
4846076,52698037,0.26740285754203796
4846076,39700692,0.9948659539222717
4846076,13411799,0.10077065229415894
4846076,56293304,0.1216185986995697
4846076,59249398,0.29989251494407654
4846076,43124222,0.47826892137527466
588981,43649025,0.17848461866378784
588981,632673,0.4198671877384186
588981,17575594,0.6353586316108704
588981,19229099,0.32176655530929565
588981,19074189,0.374329149723053
588981,589009,0.31183966994285583
588981,589013,0.24378469586372375
588981,28352822,0.7989128828048706
588981,589047,0.290286123752594
588981,15166749,0.29937174916267395
460902,31089888,0.32560470700263977
460902,31089505,0.7158839106559753
460902,31090499,0.389686644077301
460902,52316490,0.22786588966846466
460902,31090411,0.5926922559738159
460902,31089451,0.5489645600318909
460902,31089783,0.6269939541816711
460902,31090298,0.3952339291572571
460902,31080414,0.3798658847808838
460902,31089599,0.4130977690219879
4346338,14415046,0.868821382522583
4346338,44935174,0.3976297080516815
4346338,14423593,0.8092014193534851
4346338,15235052,0.26550495624542236
4346338,25412735,0.4401859939098358
4346338,14423314,0.7346566319465637
4346338,14415571,0.2559032142162323
4346338,44896282,0.33791613578796387
4346338,25413212,0.4359768331050873
4346338,12755103,0.5151124000549316
86872,2325251,0.11804376542568207
86872,30873480,0.24492937326431274
86872,59398283,0.4542798399925232
