doc_id,profile_doc_id,score
1424845,5224471,0.2801286280155182
1424845,8430700,0.22124236822128296
1424845,1694754,0.28090912103652954
1424845,1424872,0.18332745134830475
1424845,8468081,0.4523330330848694
1424845,1432790,0.48396092653274536
1424845,44177910,0.3343513607978821
1424845,2164985,0.24987557530403137
1424845,24020777,0.6640934348106384
1424845,1425000,0.3828113079071045
1635511,2252436,0.25228381156921387
1635511,1523664,0.22447748482227325
1635511,2252376,0.3364447057247162
1635511,5642575,0.25190430879592896
1635511,3875210,0.2883010506629944
1635511,378368,0.19153673946857452
1635511,49081370,0.1677085906267166
1635511,7775560,0.18107011914253235
1635511,779754,0.2816832959651947
1635511,11018891,0.2112223505973816
3125814,3175338,0.27403175830841064
3125814,3175692,0.4407653510570526
3125814,49448690,0.22682395577430725
3125814,359165,0.39261874556541443
3125814,301022,0.2687177062034607
3125814,36959825,0.22414229810237885
3125814,1227691,0.4775511622428894
3125814,3172517,0.32383260130882263
3125814,20210994,0.17765745520591736
3125814,13051514,0.35386332869529724
4171369,22473747,0.2804284691810608
4171369,3919303,0.16603171825408936
4171369,2557272,0.27564486861228943
4171369,1039722,0.2143120914697647
4171369,7485642,0.44242537021636963
4171369,34296571,0.24263755977153778
4171369,6054498,0.33884933590888977
4171369,1039546,0.2984454035758972
4171369,1112156,0.11214043200016022
4171369,64580362,0.5564551949501038
352765,352774,0.09911122918128967
352765,352767,0.3266298770904541
352765,352769,0.20173953473567963
352765,2299271,0.09454251080751419
352765,16846076,0.12223879992961884
352765,6876950,0.19043031334877014
352765,352773,0.3980138599872589
352765,9483246,0.21461644768714905
352765,14987379,0.2892998456954956
352765,50596120,0.30488085746765137
8634765,8634292,0.2144738882780075
8634765,9822616,0.8660370111465454
8634765,8644744,0.20300203561782837
8634765,50874127,0.20328037440776825
8634765,25671580,0.34150105714797974
8634765,7169668,0.2458188682794571
8634765,59352167,0.547881007194519
8634765,59322280,0.23485130071640015
8634765,59273804,0.225930854678154
8634765,59273850,0.36532294750213623
2082487,2612861,0.1423700600862503
2082487,6725175,0.5307145714759827
2082487,224061,0.17060942947864532
2082487,5946928,0.17547984421253204
2082487,5088521,0.2243097573518753
2082487,1609986,0.2727980613708496
2082487,5530163,0.14414620399475098
2082487,8416507,0.09492088854312897
2082487,2218452,0.5109395384788513
2082487,730814,0.2541225254535675
758589,1529985,0.5821130871772766
758589,1529968,0.5770769715309143
758589,1042390,0.44344452023506165
758589,812783,0.217428520321846
758589,1029636,0.2481262981891632
758589,1529886,0.44425785541534424
758589,1376905,0.29136231541633606
758589,972376,0.16709205508232117
758589,947657,0.7789683938026428
758589,1904915,0.5114060640335083
3639943,3639912,0.29004988074302673
3639943,3639982,0.7605017423629761
3639943,3640177,0.7170622944831848
3639943,3678690,0.3116081655025482
3639943,3640236,0.5102246999740601
3639943,3640157,0.24121899902820587
3639943,3573425,0.2747705280780792
3639943,3608318,0.17192716896533966
3639943,3678956,0.2763272821903229
3639943,3640048,0.48133569955825806
793926,784506,0.1921905279159546
793926,832508,0.24171249568462372
793926,966784,0.21802225708961487
793926,2104176,0.2926795780658722
793926,988070,0.4683336913585663
793926,852314,0.33178219199180603
793926,15054237,0.550971508026123
793926,954541,0.5143100619316101
793926,850373,0.37445351481437683
793926,3109132,0.21010152995586395
1081355,19263988,0.20768024027347565
1081355,19264195,0.2586508095264435
1081355,2470575,0.16084372997283936
1081355,20102750,0.25412517786026
1081355,20169200,0.21020472049713135
1081355,19264369,0.20063725113868713
1081355,19264481,0.36219996213912964
1081355,20100750,0.17147296667099
1081355,20218431,0.1410440057516098
1081355,21329175,0.2799781262874603
4725407,4764371,0.1570616215467453
4725407,10740034,0.6116257309913635
4725407,4743891,0.3751670718193054
4725407,4763686,0.5883253812789917
4725407,4767299,0.6067039370536804
4725407,4792632,0.3441462814807892
4725407,4776224,0.30702340602874756
4725407,4912753,0.27868133783340454
4725407,4833803,0.3431015610694885
4725407,4563962,0.245508074760437
387038,48534772,0.23146092891693115
387038,164922,0.3309643864631653
387038,36365443,0.278419554233551
387038,19341704,0.37929511070251465
387038,1674658,0.5664879679679871
387038,22805429,0.550391435623169
387038,32745547,0.19237050414085388
387038,658778,0.1633167266845703
387038,16684416,0.3908073306083679
387038,5517132,0.21216407418251038
5783457,6129898,0.45099353790283203
5783457,8839901,0.31099769473075867
5783457,17927614,0.19697539508342743
5783457,53354675,0.2983447313308716
5783457,29179160,0.15902580320835114
5783457,53529010,0.3587915301322937
5783457,10042719,0.27107223868370056
5783457,3450931,0.29112520813941956
5783457,5784153,0.09967105090618134
5783457,5783402,0.2752748727798462
7382288,7369885,0.7795756459236145
7382288,7370107,0.7733372449874878
7382288,7370209,0.766828715801239
7382288,7431021,0.7507529854774475
7382288,7367868,0.8193771243095398
7382288,7542283,0.7525991797447205
7382288,7456297,0.7789397835731506
7382288,7412432,0.8446619510650635
7382288,7412252,0.762349545955658
7382288,7518716,0.7369343042373657
1838300,2936102,0.12107281386852264
1838300,4767299,0.5605626702308655
1838300,17671170,0.1807679831981659
1838300,22975616,0.1602919101715088
1838300,4280305,0.14907702803611755
1838300,53647399,0.15920430421829224
1838300,4756309,0.2756880819797516
1838300,4725407,0.29783305525779724
1838300,55300777,0.37353256344795227
1838300,4743891,0.36902448534965515
20145,39482660,0.14771553874015808
20145,58277085,0.5418537855148315
20145,291162,0.2684410512447357
20145,371090,0.26630640029907227
20145,352232,0.2951313555240631
20145,39472427,0.3461044728755951
20145,46773160,0.4093085527420044
20145,58209733,0.114601269364357
20145,43073087,0.1728878915309906
20145,58209523,0.10035798698663712
1184091,1148655,0.7314232587814331
1184091,17591018,0.5690885782241821
1184091,1194305,0.6365478038787842
1184091,5314366,0.2620406746864319
1184091,2158409,0.4013260304927826
1184091,2868980,0.4329322278499603
1184091,459248,0.37330642342567444
1184091,52659646,0.04404651001095772
1184091,1173831,0.2924295961856842
1184091,568688,0.4851669371128082
308441,439597,0.24744921922683716
308441,205391,0.21055667102336884
308441,951271,0.27833691239356995
308441,286142,0.27116936445236206
308441,771084,0.07608424127101898
308441,411444,0.5418505668640137
308441,429176,0.15545079112052917
308441,231820,0.6086117625236511
308441,1121675,0.25503435730934143
308441,192004,0.5073018074035645
2658232,44857848,0.0907006487250328
2658232,44857794,0.3055916130542755
2658232,29269407,0.20665349066257477
